"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"MATHEMATICAL GAZETTE","0025-5572","2056-6328","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Mathematics"
"MATHEMATICAL METHODS OF STATISTICS","1066-5307","1934-8045","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Statistics & Probability"
"MATHEMATICAL MODELLING AND CONTROL","","2767-8946","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, United States, MO, 65801-2604","","Mathematics | Mathematics, Applied"
"MATHEMATICS AND INFORMATICS","1310-2230","1314-8532","AZ-BUKA NATL PUBLISHING HOUSE","BUL TSARIGRADSKO SHOSE, 125, BL 5, SOFIA, BULGARIA, 1113","Multi-Language","Education & Educational Research"
"MATHEMATICS AND MECHANICS OF COMPLEX SYSTEMS","2326-7186","2325-3444","MATHEMATICAL SCIENCE PUBL","UNIV CALIFORNIA, DEPT MATHEMATICS, BERKELEY, USA, CA, 94720-3840","English","Mechanics"
"MATHEMATICS EDUCATION RESEARCH JOURNAL","1033-2170","2211-050X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Education, Scientific Disciplines"
"MATHEMATICS ENTHUSIAST","1551-3440","1551-3440","UNIV MONTANA, DEPT MATHEMATICAL SCIENCES","MIKE MANSFIELD LIB, 32 CAMPUS DR, 0864, MISSOULA, United States, MT, 59812-0864","English","Mathematics"
"MATHEMATICS IN COMPUTER SCIENCE","1661-8270","1661-8289","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052","English","Mathematics, Applied"
"MATRAGA-ESTUDOS LINGUISTICOS E LITERARIO","1414-7165","2446-6905","UNIV FED RIO DE JANEIRO, FAC LETRAS","CIDADE UNIV, PROGRAM POS-GRAD LETRAS NEOLATINAS, AV HORACIO MACEDO, 2151, RIO DE JANEIRO RJ, BRAZIL, CEP 21941-90","Portuguese, English, French, Italian, Spanish","Literature"
"MAUERWERK","1432-3427","1437-1022","ERNST & SOHN","ROTHERSTRASSE 21, BERLIN, GERMANY, DEUTSCHLAND, 10245","Multi-Language","Construction & Building Technology"
"MAXILLOFACIAL PLASTIC AND RECONSTRUCTIVE SURGERY","2288-8101","2288-8586","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Dentistry, Oral Surgery & Medicine"
"MCGILL INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT LAW AND POLICY","1712-9664","1712-9664","MCGILL UNIV, FAC LAW","CHANCELLOR DAY HALL, 3644 PEEL ST, MONTREAL, CANADA, QC, H3A 1W9","Multi-Language","Law"
"MCGILL JOURNAL OF EDUCATION","0024-9033","1916-0666","MCGILL UNIV, FAC EDUCATION","3700 MCTAVISH ST, MONTREAL, CANADA, QC, H3A 1Y2","Multi-Language","Education & Educational Research"
