"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"MOYEN AGE","0027-2841","1782-1436","LE MOYEN AGE  BOECK & LARCIER S A","C/O ACCES +, FOND JEAN PAQUES 4, LOUVAIN, BELGIUM, B-1348","French","Medieval & Renaissance Studies"
"MULTILINGUA-JOURNAL OF CROSS-CULTURAL AND INTERLANGUAGE COMMUNICATION","0167-8507","1613-3684","DE GRUYTER MOUTON","GENTHINER STRASSE 13, BERLIN, GERMANY, 10785","English","Language & Linguistics"
"MUQARNAS-AN ANNUAL ON THE VISUAL CULTURES OF THE ISLAMIC WORLD","0732-2992","2211-8993","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","Architecture | Art"
"MUSEON","0771-6494","1783-158X","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","English","Humanities, Multidisciplinary | Asian Studies"
"MUSEUM INTERNATIONAL","1350-0775","1468-0033","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Art"
"MUSEUM MANAGEMENT AND CURATORSHIP","0964-7775","1872-9185","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Humanities, Multidisciplinary"
"MUSICAE SCIENTIAE","1029-8649","2045-4147","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Music"
"MUSICA HODIE","1676-3939","2317-6776","UNIV FEDERAL GOIAS","Av. Esperanca, s/n - Chacaras de Recreio Samambaia, GOIANIA , Brazil, GOIAS, 74690-900","Portuguese","Music"
"MUSICAL QUARTERLY","0027-4631","1741-8399","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Music"
"MUSICAL TIMES","0027-4666","0027-4666","MUSICAL TIMES PUBLICATIONS LTD","92 HIGH ST, BERHAMSTED, ENGLAND, HERTS, HP4 2BL","English","Music"
"MUSIC ANALYSIS","0262-5245","1468-2249","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Music"
"MUSIC EDUCATION RESEARCH","1461-3808","1469-9893","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Music"
"MUSIC & LETTERS","0027-4224","1477-4631","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Music"
"MUSIC PERCEPTION","0730-7829","1533-8312","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","Music"
"MUSIC THEORY ONLINE","1067-3040","1067-3040","SOC FOR MUSIC THEORY","UNIV, CHICAGO, EPT MUSIC, 1010 EAST 59TH STREET, CHICAGO, USA, IL, 60637-1512","English","Music"
"MUSIC THEORY SPECTRUM","0195-6167","1533-8339","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513","English","Music"
"MUSIKFORSCHUNG","0027-4801","","NEUWERK-BUCH UND MUSIKALIENHANDLUNG","HEINRICH-SCHUTZ-ALLEE 35 POSTFACH 102740, KASSEL, GERMANY, W-3500","German","Music"
"MUSIK IN BAYERN","0937-583X","","HANS SCHNEIDER","MOZARTSTRASSE 6, TUTZING, GERMANY, D-82323","German","Music"
"MUSIKTHEORIE","0177-4182","","LAABER-VERLAG","REGENSBURGER STRASSE 19, LAABER, GERMANY, W-8411","German","Music"
"MUSIK UND KIRCHE","0027-4771","2568-3128","BARENREITER-VERLAG","HEINRICH-SCHUTZ-ALLEE 35, KASSEL, GERMANY, W-3500","German","Music"
"MUSLIM WORLD","0027-4909","1478-1913","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Asian Studies | Religion"
"MUTTERSPRACHE","0027-514X","","GESELLSCHAFT DEUTSCHE SPRACHE","SPIEGELGASSE 13, WIESBADEN, GERMANY, D-65183","German","Language & Linguistics"
"MUZIKOLOSKI ZBORNIK","0580-373X","2350-4242","UNIV LJUBLJANA PRESS","Zoisova 12, Ljubljana, Slovenia, 1000","Slovenian, Croatian, English, French, German, Italian","Music"
"NAMES-A JOURNAL OF ONOMASTICS","0027-7738","1756-2279","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","3960 FORBES AVE, PITTSBURGH, USA, PA, 15260","English","Language & Linguistics"
"NAN NU-MEN WOMEN AND GENDER IN CHINA","1387-6805","1568-5268","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","Asian Studies"
"NARRATIVE","1063-3685","1538-974X","OHIO STATE UNIV PRESS","1050 CARMACK RD, COLUMBUS, USA, OH, 43210","English","Literature"
"NARRATIVE INQUIRY","1387-6740","1569-9935","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","English","Language & Linguistics"
"NATURAL LANGUAGE ENGINEERING","1351-3249","1469-8110","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Language & Linguistics"
"NATURAL LANGUAGE & LINGUISTIC THEORY","0167-806X","1573-0859","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Language & Linguistics"
"NATURAL LANGUAGE SEMANTICS","0925-854X","1572-865X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Language & Linguistics"
"NEAR EASTERN ARCHAEOLOGY","1094-2076","2325-5404","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Archaeology"
"NEOHELICON","0324-4652","1588-2810","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","Multi-Language","Literature"
"NEOPHILOLOGUS","0028-2677","1572-8668","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","Multi-Language","Language & Linguistics | Literature"
"NEOTESTAMENTICA","0254-8356","2518-4628","NEW TESTAMENT SOC SOUTHERN AFRICA","CO-SECRETARY-PUBLICATIONS, PO BOX 11217, QUEENSWOOD, SOUTH AFRICA, 0121","English","Religion"
"NETHERLANDS YEARBOOK FOR HISTORY OF ART-NEDERLANDS KUNSTHISTORISCH JAARBOEK","0169-6726","2214-5966","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Art"
"NEUE RUNDSCHAU","0028-3347","","S FISCHER VERLAG GMBH","POSTFACH 700 355, FRANKFURT/M, GERMANY, D-60553","German","Literary Reviews"
"NEUE ZEITSCHRIFT FUR MUSIK","0945-6945","","SCHOTT MUSIC GMBH & CO KG","WEIHERGARTEN 5, MAINZ, GERMANY, D-55116","German","Music"
"NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE","0028-3517","1612-9520","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Philosophy | Religion"
"NEUPHILOLOGISCHE MITTEILUNGEN","0028-3754","2736-9714","MODERN LANGUAGE SOC","HALLITUSKATU 11, HELSINKI, FINLAND, SF-00100","Multi-Language","Language & Linguistics"
"NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS","0028-4866","1937-2213","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","History | Literature, American"
"NEW ENGLAND REVIEW-MIDDLEBURY SERIES","1053-1297","2161-9131","MIDDLEBURY COLL PUBLICATIONS","MIDDLEBURY COLLEGE, MIDDLEBURY, USA, VT, 05753","English","Literary Reviews"
"NEW GERMAN CRITIQUE","0094-033X","1558-1462","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Literary Theory & Criticism"
"NEW LITERARY HISTORY","0028-6087","1080-661X","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","Literature"
"NEW MEXICO HISTORICAL REVIEW","0028-6206","0028-6206","UNIV NEW MEXICO","NEW MEXICO HISTORICAL REVIEW, 1013 MESA VISTA HALL, ALBUQUERQUE, USA, NM, 87131-1186","English","History"
"NEW ORLEANS REVIEW","0028-6400","0028-6400","LOYOLA UNIV","BOX 195, NEW ORLEANS, USA, LA, 70118","English","Literary Reviews"
"NEW REVIEW OF FILM AND TELEVISION STUDIES","1740-0309","1740-7923","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Film, Radio, Television"
"NEW TESTAMENT STUDIES","0028-6885","1469-8145","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","Multi-Language","Religion"
"NEW THEATRE QUARTERLY","0266-464X","1474-0613","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Theater"
"NEW YORK HISTORY","0146-437X","2328-8132","NEW YORK STATE HIST ASSOC","PO BOX 800, COOPERSTOWN, USA, NY, 13326-0800","English","History"
"NEW YORK REVIEW OF BOOKS","0028-7504","1944-7744","NEW YORK REVIEW","1755 BROADWAY, 5TH FLOOR, NEW YORK, USA, NY, 10019","English","Humanities, Multidisciplinary"
"NEW YORK TIMES BOOK REVIEW","0028-7806","0028-7806","NEW YORK TIMES","620 8TH AVE, NEW YORK, USA, NY, 10018","English","Humanities, Multidisciplinary"
"NEW ZEALAND JOURNAL OF HISTORY","0028-8322","0028-8322","UNIV AUCKLAND","DEPT HISTORY PRIVATE BAG, AUCKLAND, NEW ZEALAND,","English","History"
"NEXUS NETWORK JOURNAL","1590-5896","1522-4600","KIM WILLIAMS BOOKS","CORSO REGINA MARGHERITA, 72, TORINO, ITALY, 10153","English","Architecture"
"NINETEENTH-CENTURY CONTEXTS-AN INTERDISCIPLINARY JOURNAL","0890-5495","1477-2663","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Humanities, Multidisciplinary"
"NINETEENTH-CENTURY FRENCH STUDIES","0146-7891","1536-0172","UNIV NEBRASKA PRESS","1111 LINCOLN MALL, LINCOLN, USA, NE, 68588-0630","Multi-Language","Literature, Romance"
"NINETEENTH-CENTURY LITERATURE","0891-9356","0891-9356","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","Literature"
"NINETEENTH CENTURY MUSIC","0148-2076","1533-8606","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","Music"
"NINETEENTH-CENTURY MUSIC REVIEW","1479-4098","2044-8414","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Music"
"NINETEENTH CENTURY PROSE","1052-0406","","NINETEENTH-CENTURY PROSE","SAN DIEGO STATE UNIV, DEPT ENGLISH COMPARATIVE LITERATURE 5500 CAMPANILE DR, SAN DIEGO, USA, CA, 92182-8140","","Literature"
"NORDIC JOURNAL OF LINGUISTICS","0332-5865","1502-4717","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Language & Linguistics"
"NORDIC JOURNAL OF RELIGION AND SOCIETY","0809-7291","1890-7008","SCANDINAVIAN UNIV PRESS-UNIVERSITETSFORLAGET AS","SEHESTEDS GATE 3, PO BOX 509, OSLO, NORWAY, 0105","English","Religion"
"NORDIC THEATRE STUDIES","0904-6380","2002-3898","FORENINGEN NORDISKA TEATERFORSKARE","NATVERKSTAN EKONOMITJANST, PO BOX 31120, GOTEBORG, SWEDEN, SE-40032","English","Theater"
"NORTH AMERICAN ARCHAEOLOGIST","0197-6931","1541-3543","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Archaeology"
"NORTH AMERICAN REVIEW","0029-2397","","UNIV NORTHERN IOWA","1222 W 27TH ST, CEDAR FALLS, USA, IA, 50614","English","Literary Reviews"
"NORTHERN HISTORY","0078-172X","1745-8706","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"NORWEGIAN ARCHAEOLOGICAL REVIEW","0029-3652","1502-7678","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Archaeology"
"NOTES","0027-4380","1534-150X","MUSIC LIBRARY ASSOC","C/O A-R EDITIONS, INC, 8551 RESEARCH WAY, STE 180, MIDDLETON, USA, WI, 53562","English","Music"
"NOTES AND QUERIES","0029-3970","1471-6941","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Literature"
"NOTES AND RECORDS-THE ROYAL SOCIETY JOURNAL OF THE HISTORY OF SCIENCE","0035-9149","1743-0178","ROYAL SOC","6-9 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AG","English","History & Philosophy Of Science"
"NOTRE DAME JOURNAL OF FORMAL LOGIC","0029-4527","1939-0726","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Philosophy"
"NOTTINGHAM FRENCH STUDIES","0029-4586","2047-7236","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Literature, Romance"
"NOUS","0029-4624","1468-0068","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Philosophy"
"NOUVELLE REVUE FRANCAISE","0029-4802","","EDITIONS GALLIMARD","5 RUE SEBASTIEN-BOTTIN, PARIS, FRANCE, CEDEX 07, 75328","French","Literature, Romance"
"NOVA RELIGIO-JOURNAL OF ALTERNATIVE AND EMERGENT RELIGIONS","1092-6690","1541-8480","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","Religion"
"NOVEL-A FORUM ON FICTION","0029-5132","1945-8509","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Literature"
"NOVOE LITERATURNOE OBOZRENIE","0869-6365","","NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER","13-1 TVERSKOY BOULEVARD, MOSCOW, RUSSIA, 123104","Multi-Language","Literary Theory & Criticism | Literature, Slavic"
"NOVUM TESTAMENTUM","0048-1009","0048-1009","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","Religion"
"NOVYI MIR","0130-7673","","IZD STVO IZVESTIYA","PUSHKINSKAYA PL 5, MOSCOW, RUSSIA, K-6","Russian","Literary Reviews"
"NTM","0036-6978","1420-9144","SPRINGER INT PUBL AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330","German","History & Philosophy Of Science"
"NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS","0029-5973","1568-5276","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","History | Religion"
"NUNCIUS-JOURNAL OF THE HISTORY OF SCIENCE","0394-7394","1825-3911","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","History & Philosophy Of Science"
"NUOVA RIVISTA STORICA","0029-6236","","SOC EDITRICE DANTE ALIGHIERI SRL","VIA MONTE SANTO 10-A SCALA A, INT 16, ROMA, ITALY, 00195","Italian","History"
"NWIG-NEW WEST INDIAN GUIDE-NIEUWE WEST-INDISCHE GIDS","1382-2373","1382-2373","KITLV PRESS","PO BOX 9515, LEIDEN, NETHERLANDS, 2300 RA","English","Humanities, Multidisciplinary"
"OCEANIC LINGUISTICS","0029-8115","1527-9421","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, United States, HI, 96822","English","Language & Linguistics"
"OCTOBER","0162-2870","1536-013X","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Humanities, Multidisciplinary"
"OLBA","1301-7667","","MERSIN UNIV PUBL RES CENTER CILICIAN ARCHAEOLOGY","ARKEOLOJI BOLUMU, CIFTLIKKOY KAMPUSU, MERSIN, TURKEY, 33342","Turkish","Archaeology"
"ONOMAZEIN","0717-1285","0718-5758","PONTIFICIA UNIV CATOLICA CHILE, FAC LETRAS","AV VICUNA MACKENNA 4860, SANTIAGO, CHILE, 00000","Multi-Language","Language & Linguistics"
"OPEN ARCHAEOLOGY","2300-6560","2300-6560","DE GRUYTER POLAND SP Z O O","BOGUMILA ZUGA 32A STR, WARSAW, Poland, MAZOVIA, 01-811","English","Archaeology"
"OPEN HOUSE INTERNATIONAL","0168-2601","2633-9838","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Architecture"
"OPERA","0030-3526","0030-3526","OPERA MAGAZINE","36 BLACK LION LANE, LONDON, ENGLAND, W6 9BE","English","Music"
"OPERA NEWS","0030-3607","1938-1506","METROPOLITAN OPERA GUILD INC","70 LINCOLN CENTER PLAZA, FL 6, NEW YORK, USA, NY, 10023","English","Music"
"OPERA QUARTERLY","0736-0053","1476-2870","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Music"
"OPUSCULA-ANNUAL OF THE SWEDISH INSTITUTES AT ATHENS AND ROME","2000-0898","2000-0898","EDITORIAL COMMITTEE SWEDISH INST ATHENS & ROME","C/O DEPT ARCHAEOLOGY & ANCIENT HISTORY, UPPSALA UNIV, BOX 626, UPPSALA, SWEDEN, SE-751 26","Multi-Language","Archaeology"
"ORAL HISTORY REVIEW","0094-0798","1533-8592","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"ORBIS LITTERARUM","0105-7510","1600-0730","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Literature"
"OREGON HISTORICAL QUARTERLY","0030-4727","","OREGON HISTORICAL SOC","1230 SW PARK AVE, PORTLAND, USA, OR, 97205","English","History"
"ORGANISED SOUND","1355-7718","1469-8153","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Music"
"ORGANON F","1335-0668","2585-7150","INST PHILOSOPHY SLOVAK ACAD SCIENCES & INST PHILOSOPHY CZECH ACAD SCIENCES","KLEMENSOVA 19, BRATISLAVA, Slovakia, 813 64","Slovak, Czech, English","Philosophy"
"ORIENS","0078-6527","1877-8372","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","Humanities, Multidisciplinary"
"ORIGINI","0474-6805","0474-6805","EDIZIONI QUASAR S TOGNON SRL","VIA AJACCIO, 41-43, ROMA, Italy, 00198","","Archaeology"
"OSIRIS","0369-7827","1933-8287","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","History & Philosophy Of Science"
"OSMANLI ARASTIRMALARI-THE JOURNAL OF OTTOMAN STUDIES","0255-0636","0255-0636","ISTANBUL 29 MAYIS UNIV & ISAM","ICADIYE BAGLARBASI CADDESI NO 40, USKUDAR, Turkey, ISTANBUL, 34662","Multi-Language","History | Asian Studies"
"OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE","0029-9669","","VEREIN FUR VOLKSKUNDE","LAUDONGASSE 15, VIENNA, AUSTRIA, A-1080","German","Folklore"
"OUD HOLLAND","","1875-0176","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Multi-Language","Art"
"OVERLAND","0030-7416","","O L SOCIETY LTD","9 DAVID STREET, FOOTSCRAY, AUSTRALIA, VIC, 3011","English","Literary Reviews"
"OXFORD ART JOURNAL","0142-6540","1741-7287","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Art"
"OXFORD GERMAN STUDIES","0078-7191","1745-9214","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","Literature, German, Dutch, Scandinavian"
"OXFORD JOURNAL OF ARCHAEOLOGY","0262-5253","1468-0092","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Archaeology"
"OXFORD LITERARY REVIEW","0305-1498","1757-1634","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Literary Theory & Criticism | Philosophy"
"PACIFIC HISTORICAL REVIEW","0030-8684","1533-8584","UNIV CALIFORNIA PRESS","155 GRAND AVE, SUITE 400, OAKLAND, USA, CA, 94612-3758","English","History"
"PACIFIC NORTHWEST QUARTERLY","0030-8803","","UNIV WASHINGTON","4045 BROOKLYN AVENUE NE, SEATTLE, USA, WA, 98105","English","History"
"PACIFIC PHILOSOPHICAL QUARTERLY","0279-0750","1468-0114","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Philosophy"
"PAIDEUMA","0090-5674","0090-5674","NATL POETRY FOUNDATION","UNIV MAINE, 5752 NEVILLE HALL, ORONO, USA, ME, 04469-5752","","Poetry"
"PAJ-A JOURNAL OF PERFORMANCE AND ART","1520-281X","1537-9477","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Theater"
"PALESTINE EXPLORATION QUARTERLY","0031-0328","1743-1301","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Archaeology | History"
"PAMATKY ARCHEOLOGICKE","0031-0506","2570-9496","ACAD SCIENCES CZECH REP, INST ARCHAEOLOGY","MALA STRANA, LETENSKA 4, PRAHA 1, CZECH REPUBLIC, 118 01","Czech","Archaeology"
"PAMIETNIK LITERACKI","0031-0514","0031-0514","WYDAWNICTWO PAN, INST BADAN LITERACKICH PAN","UL NOWY SWIAT 72, WARSAW, POLAND, 00-330","Polish","Literature, Slavic"
"PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA","0006-128X","2377-6528","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Humanities, Multidisciplinary"
"PAPERS OF THE BRITISH SCHOOL AT ROME","0068-2462","2045-239X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Humanities, Multidisciplinary"
"PAPERS ON LANGUAGE AND LITERATURE","0031-1294","","SOUTHERN ILLINOIS UNIV","BOX 43-A, EDWARDSVILLE, USA, IL, 62026-1434","English","Literary Theory & Criticism | Language & Linguistics | Literature"
"PARABOLA","0362-1596","0362-1596","SOC STUDY MYTH & TRADITION, INC","656 BROADWAY, NEW YORK, USA, NY, 10012-2317","English","Religion"
"PARAGRAPH","0264-8334","1750-0176","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Literature"
"PARALLAX","1353-4645","1460-700X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Cultural Studies"
"PARERGON","0313-6221","1832-8334","AUSTRALIAN NZ ASSOC MEDIEVAL EARLY MODERN STUDIES","UNIV WESTERN AUSTRALIA, DISCIPL ENGLISH, COMMUNICATION & CULTURAL STUDIES M202, CRAWLEY, AUSTRALIA, 6009","English","Medieval & Renaissance Studies"
"PARIS REVIEW","0031-2037","0031-2037","PARIS REVIEW","PO BOX 23165, JACKSON, USA, MS, 39225-9933","English","Literary Reviews"
"PARLIAMENTARY HISTORY","0264-2824","1750-0206","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"PARTIAL ANSWERS-JOURNAL OF LITERATURE AND THE HISTORY OF IDEAS","1565-3668","1936-9247","HEBREW UNIV MAGNES PRESS","PO BOX 39099, JERUSALEM, ISRAEL, 91390","English","Literary Theory & Criticism"
"PAST & PRESENT","0031-2746","1477-464X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","History"
"PATTERNS OF PREJUDICE","0031-322X","1461-7331","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Humanities, Multidisciplinary"
"PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY","0031-4587","2169-8546","UNIV PENNSYLVANIA PRESS","JOURNALS DIVISION, 3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104","English","History"
"PENSAMIENTO","0031-4749","2386-5822","UNIV PONTIFICIA COMILLAS MADRID, FAC FILOSOFIA","C UNIVERSIDAD COMILLAS, 3, MADRID, SPAIN, 28049","Spanish","Philosophy"
"PERFORMANCE RESEARCH","1352-8165","1469-9990","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Theater"
"PERINOLA-REVISTA DE INVESTIGACION QUEVEDIANA","1138-6363","1138-6363","UNIV NAVARRA, SERVICIO PUBLICACIONES","CAMPUS UNIV, CARRETERA DEL SADAR S-N, APARTADO 177, PAMPLONA, SPAIN, 31080","Spanish","Literature, Romance"
"PERSPECTIVE-ACTUALITE EN HISTOIRE DE L ART","1777-7852","1777-7852","ARMAND COLIN","21, RUE DU MONTPARNASSE, PARIS CEDEX 6, FRANCE, 75283","French","Art"
"PERSPECTIVES-STUDIES IN TRANSLATION THEORY AND PRACTICE","0907-676X","1747-6623","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Language & Linguistics"
"PHENOMENOLOGY AND THE COGNITIVE SCIENCES","1568-7759","1572-8676","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Philosophy"
"PHILOLOGICAL QUARTERLY","0031-7977","","UNIV IOWA","ENGLISH PHILOSOPHY BLDG DEPT PUBLICATIONS LOU EICHLER, IOWA CITY, USA, IA, 52242","English","Language & Linguistics | Literature"
"PHILOLOGUS","0031-7985","2196-7008","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Classics"
